fsa,electric,hev_sedan,hev_suv,ice_sedan,ice_suv,ice_van/pickup
G0A,0.3912001448782834,0.0067581183714884,0.1193536740064749,0.1411429905411227,0.2611456192286007,0.0803994529740297
G0B,0.0913415614658176,0.0859662025682637,0.0415217581238193,0.3748550914571526,0.2483071582524622,0.1580082281324843
G0C,0.1475736475549255,0.0078267600885518,0.1645927032232323,0.1644542505258887,0.3794307350146508,0.1361219035927507
G0E,0.0023598236726278,0.0010794576309407,0.0002698644077351,0.15425094521943,0.54851928930348,0.2935206197657861
G0G,0.0948683346570052,0.0201557646209443,0.093175607863802,0.0764867334644979,0.4740724983048738,0.2412410610888766
G0H,0.0055673231013362,0.0757012976380997,0.0290932173323143,0.1136817365692591,0.5432602850602039,0.2326961402987866
G0J,0.0755121667189134,0.0061966970060753,0.2673139889812575,0.174562058218779,0.3115612230802513,0.1648538659947231
G0K,0.1041227362123929,0.0130048087765579,0.2651216361029078,0.1785665113806421,0.3136388823987525,0.1255454251287466
G0L,0.3373981961891913,0.0087400312381751,0.060973881402777,0.189198193716906,0.294708339433559,0.1089813580193916
G0M,0.0475258376408608,0.0043714747992733,0.1682984334549882,0.1815773325995028,0.4202334335673323,0.1779934879380424
G0N,0.1981243520398819,0.0068830749633476,0.1155000212425755,0.2110263827643984,0.3444357639316452,0.1240304050581512
G0P,0.3441975244650038,0.0164607438444297,0.033278749961205,0.2088945967597338,0.2836501756391748,0.1135182093304527
G0R,0.174827765917349,0.0081352656672744,0.2108109490173012,0.2069351108518611,0.2933246311252777,0.1059662774209364
G0S,0.2282497498943442,0.006154145836983,0.1532258972816395,0.2174900830318889,0.2957740807854856,0.0991060431696586
G0T,0.0179440036886988,0.016831256281066,0.1727829358604199,0.1106014294151562,0.4396800370599725,0.2421603376946863
G0V,0.0253894764855533,0.007151470824272,0.2280897510021566,0.1523740887670558,0.3781199066854471,0.208875306235515
G0W,0.3621931314072253,0.0079287069093287,0.0456197227267988,0.1386300181480728,0.2645701468638051,0.1810582739447691
G0X,0.3240615373035307,0.0129656917030026,0.0697152807636016,0.2164820318503399,0.2594427991304895,0.1173326592490353
G0Y,0.1329904560147335,0.0192773788692563,0.0837763252392876,0.1799113306044373,0.4166511435929625,0.1673933656793225
G0Z,0.2786169408236702,0.0141003899455879,0.0032158859812638,0.2733836395915712,0.3115742581465139,0.1191088855113928
G1A,0.2364953624927483,0.2364953624927483,0.2364953624927483,0.0,0.0540185500290064,0.2364953624927483
G1B,0.2395183074612781,0.039453003982294,0.232566979648214,0.1563403932697468,0.2702119495620495,0.0619093660764173
G1C,0.160873661756959,0.0154413258511864,0.289439559048378,0.1561768633641821,0.3294041775390363,0.0486644124402581
G1E,0.390027218826683,0.0187140660800425,0.0226677305678302,0.2284802198795184,0.3060909901653129,0.034019774480613
G1G,0.1370210685517524,0.018685836781029,0.1775200414585487,0.1898026943446729,0.4044933898055675,0.0724769690584293
G1H,0.1527386185447485,0.0213274736305373,0.2095160591862567,0.2377269049911311,0.33946663419306,0.039224309454266
G1J,0.0212165051219272,0.0226655331970719,0.1343497362448509,0.3145481078552214,0.4711902278394652,0.0360298897414632
G1K,0.0688453623774495,0.1190911824820013,0.0500918928886641,0.2740613039416224,0.3974234218875176,0.0904868364227449
G1L,0.0556400637427502,0.0360164014388771,0.1317407974603035,0.3150576652795242,0.4387796223632633,0.0227654497152815
G1M,0.123294013593476,0.0055705271698451,0.0338192700916743,0.2302508925544032,0.5507332148286822,0.0563320817619189
G1N,0.0239073949956756,0.0322024633439698,0.0107587133802613,0.2953163548135186,0.3719709873842829,0.2658440860822916
G1P,0.0713236954539468,0.0183041662250337,0.2339147969335541,0.2292185971540294,0.3768009637382709,0.0704377804951649
G1R,0.0957702398896543,0.0351347575231108,0.2915744330361942,0.1910484673611382,0.337643798533299,0.0488283036566032
G1S,0.5650254557576581,0.0135764225624387,0.0312464661376801,0.1605807094541217,0.2184482658454065,0.0111226802426945
G1T,0.3450046227617548,0.025245505982556,0.1341165301107929,0.1109394041765904,0.3438881226390838,0.0408058143292217
G1V,0.2740402727219314,0.0242005776397716,0.0106697571806601,0.2761947365597744,0.3689630041655238,0.0459316517323384
G1W,0.4449158957776894,0.0204098609682451,0.0655819524361457,0.1721960160699979,0.2809166069942604,0.0159796677536614
G1X,0.159315779615509,0.0197499491883149,0.3469429694664741,0.1931256770211841,0.256571277799774,0.0242943469087435
G1Y,0.3869744736982973,0.0176821918928434,0.1617211532460117,0.1111455441940069,0.2848521877271702,0.0376244492416704
G1Z,0.0,0.0,0.0,1.0,0.0,0.0
G2A,0.0411473082160955,0.0202211781404852,0.1682324439465114,0.1808137625522801,0.463233150114578,0.1263521570300494
G2B,0.3071522036090507,0.0254774866404269,0.0527631112373441,0.1888117329089496,0.3420491576048101,0.0837463079994183
G2C,0.0422469103323931,0.1054178697242198,0.2010439597315866,0.1677737269872366,0.3949433937216756,0.0885741395028881
G2E,0.2749815408228239,0.0106339668956729,0.1699511390656054,0.1643289471384719,0.3371557612501326,0.0429486448272932
G2G,0.0102920332309682,0.1485962232434093,0.2055703349000084,0.1890876826415621,0.3741206850285735,0.0723330409554783
G2H,0.0,0.0,0.0,0.0,1.0,0.0
G2J,0.1761113843588788,0.0351780962688091,0.0116085272063915,0.2103765868912838,0.5242690599377801,0.0424563453368567
G2K,0.0632409338950913,0.0158862524430174,0.2270111684612844,0.1960512712247671,0.4592650078579158,0.0385453661179238
G2L,0.2052396746403287,0.0066744355423861,0.3775923382496445,0.136777939351621,0.2391714821458769,0.0345441300701427
G2M,0.0391448429560821,0.0608058414007312,0.1266243337468524,0.1594792659091372,0.4496584779817572,0.1642872380054398
G2N,0.0611910465493483,0.0144907964898752,0.0870349669366368,0.1782261381381189,0.4502097821811351,0.2088472697048855
G2P,0.1902307366807721,0.1902307366807721,0.1902307366807721,0.2127487348176246,0.0263283184592866,0.1902307366807721
G2R,0.0,0.0,0.0,0.0,1.0,0.0
G2S,0.0,0.0,0.0,0.0,0.0,0.0
G2V,0.0,0.0,0.0,0.0,1.0,0.0
G2W,0.0,0.0,0.0,0.0,1.0,0.0
G2Z,0.0,0.0,0.0,1.0,0.0,0.0
G3A,0.2838672867968371,0.0107114376006671,0.2906751272068207,0.1402500874109025,0.2439817263472385,0.0305143346375339
G3B,0.4061928027310547,0.0100762455683837,0.1069044780301195,0.0983221279811951,0.2770882394391384,0.1014161062501082
G3C,0.0968956724608264,0.0091102816136118,0.1448474529797456,0.1493875647712629,0.4263181145135105,0.1734409136610426
G3E,0.1778710676450219,0.0307288136853226,0.1400527025129628,0.1856349298096298,0.3514798314272519,0.1142326549198109
G3G,0.2606961433347681,0.0335726700606597,0.052347405217103,0.1900159650894598,0.3430207848730278,0.1203470314249814
G3H,0.0680066212225083,0.0100326669088079,0.0468980145552953,0.2250759255428152,0.4849395501762746,0.1650472215942985
G3J,0.1952231797303165,0.0487924627847325,0.1049234230493882,0.1965333714196919,0.3616756397412471,0.0928519232746235
G3K,0.4577670028426892,0.008868142811293,0.0143599097872254,0.1802938302440275,0.2851107160321137,0.053600398282651
G3L,0.0215748231436501,0.0155283892709187,0.133822627624039,0.216174711385546,0.4067441649288413,0.2061552836470047
G3M,0.185218433414663,0.0460510572019002,0.0213088775734185,0.2275820226771695,0.3886595069840999,0.1311801021487487
G3N,0.4231592632658065,0.013814815332194,0.0145856858608533,0.1414385408818596,0.3021159009325178,0.1048857937267687
G3P,0.1553600812874069,0.1553600812874069,0.1553600812874069,0.1346799949749759,0.2438796798753963,0.1553600812874069
G3R,0.1999411335072342,0.1999106159291092,0.1999106159291092,0.0004164027763285,0.1999106159291092,0.1999106159291092
G3S,0.329915976025409,0.0166819979836809,0.0031453681734287,0.2332194494991479,0.3124611170314725,0.1045760912868606
G3T,0.0,0.0,0.0,1.0,0.0,0.0
G3V,0.0,0.0,0.0,0.25,0.0,0.75
G3X,0.0,0.0,0.0,1.0,0.0,0.0
G3Z,0.106667393310754,0.0820895002727934,0.0087297060874882,0.1620849613395461,0.5201617416409987,0.1202666973484193
G4A,0.0002342761929701,0.0009371047718805,0.0160699347783463,0.1675030683816726,0.6355169883945928,0.1797386274805374
G4B,0.0,0.0,0.0,1.0,0.0,0.0
G4J,0.0,0.0,0.0,1.0,0.0,0.0
G4N,0.0,0.0,0.0,0.0,1.0,0.0
G4R,0.0796421144194514,0.008482392642282,0.3603801380248612,0.109591348635641,0.339254030766646,0.1026499755111181
G4S,0.0205086823163802,0.0396164989139841,0.021080827338432,0.1140811800323396,0.6639303706766257,0.1407824407222383
G4T,0.0032539837341774,0.0016072553285897,0.0107102251730391,0.1807034685292971,0.6314336330733699,0.1722914341615265
G4V,0.0025861840547433,0.0083248382986365,0.0253611758326339,0.2029583388038936,0.5732240395905429,0.1875454234195497
G4W,0.0152910614972071,0.0694209827949986,0.2388539832077378,0.1634773744832629,0.3747142288498482,0.1382423691669452
G4X,0.0018194798061307,0.1097960736711003,0.2064556962846259,0.1521913011080069,0.3687812396446988,0.1609562094854372
G4Y,0.0,0.0,0.0,1.0,0.0,0.0
G4Z,0.0027916083867711,0.3271940562216655,0.0592985313974305,0.1091221456629151,0.355730121927116,0.1458635364041016
G5A,0.0074540014081073,0.2231861193683048,0.1425547727413726,0.162450238667129,0.3500262832732637,0.1143285845418225
G5B,0.0007021107426538,0.0072894298971038,0.0583757546005363,0.136093888985538,0.6047409503790487,0.1927978653951192
G5C,0.0053736942720376,0.0058726866546612,0.2580172887263575,0.1200579720050871,0.4315251272155062,0.1791532311263502
G5G,0.0,0.0,0.0,1.0,0.0,0.0
G5H,0.0476521263930261,0.0048778077710313,0.0030375221880931,0.21369424714398,0.5964727735259999,0.1342655229778693
G5J,0.1168749768533422,0.1210400479571502,0.0081701378919458,0.147716521136474,0.4291874381142853,0.1770108780468022
G5K,0.0,0.0,0.0,0.0,0.5,0.5
G5L,0.1121360728971561,0.0132458465008971,0.3547614423489582,0.205668310566388,0.2611949839696488,0.0529933437169516
G5M,0.0317976922099811,0.0178234350580849,0.407771963941368,0.1468436409512939,0.3181541001159265,0.0776091677233454
G5N,0.0844215075032034,0.0425898538951736,0.1629186741537103,0.1560064827462416,0.4043057776800571,0.1497577040216138
G5R,0.3082536105745059,0.0100758258779147,0.0997833064210739,0.1871726822403339,0.3259115384476431,0.0688030364385283
G5T,0.0496026029582156,0.0023989853388328,0.0110959492245704,0.1573970618060254,0.6021779399637751,0.1773274607085804
G5V,0.0254955681689472,0.0165116240519663,0.1849018025607575,0.2160734003409198,0.386483323847656,0.170534281029753
G5W,0.0,0.0,0.0,1.0,0.0,0.0
G5X,0.0354769795550387,0.0059459235470911,0.0222345590198084,0.1897192641080548,0.5503933355087954,0.1962299382612114
G5Y,0.1924121203759673,0.0159272975697946,0.1364389298737497,0.2066650302516508,0.3514606562308195,0.0970959656980178
G5Z,0.100510691611723,0.0066033036240405,0.0245929530072975,0.1987104040726452,0.4971340583843861,0.1724485892999074
G6A,0.0419057205236239,0.006032955518636,0.0021503367924989,0.1627598992295208,0.5428234256759141,0.2443276622598062
G6B,0.2968026538706041,0.0031456885381779,0.001719981551232,0.1632330815786195,0.446758665304856,0.0883399291565104
G6C,0.0156597527219798,0.1683509201321829,0.030644113367529,0.2479437499316544,0.4189882945634627,0.1184131692831908
G6E,0.2835630523918197,0.0210636830701955,0.0026718204900364,0.2134404015852006,0.3665309005758574,0.1127301418868901
G6G,0.0880990363098709,0.0162344554485433,0.2451530843262603,0.2071480102225982,0.3599108751690372,0.0834545385236899
G6H,0.2580113093953116,0.0384945941610396,0.0038455499554022,0.2185741590910007,0.375327553551248,0.1057468338459977
G6J,0.2442551950140125,0.0140382270762766,0.0082984475535243,0.1944600821195834,0.4551819962219278,0.0837660520146751
G6K,0.2120053604947913,0.0135153156052485,0.2386667449042698,0.154204200155077,0.3400450945749643,0.041563284265649
G6L,0.060765026344743,0.0222639501526207,0.236052687764507,0.2503725688474066,0.3441424118102932,0.0864033550804293
G6N,0.0,0.0,0.0,1.0,0.0,0.0
G6P,0.1248416989464395,0.0112109518306578,0.2824546562922604,0.2721330228428659,0.2670888291083883,0.0422708409793878
G6R,0.0680588539099256,0.2137824943781201,0.0305450182977124,0.2036587918515985,0.378414469718051,0.1055403718445922
G6S,0.0732059126146584,0.0840979280867059,0.1032395289653366,0.2368479285637122,0.4313237159498377,0.071284985819749
G6T,0.1863284475549254,0.0805454420380766,0.0689009385592399,0.2151523437398681,0.3772945709352778,0.0717782571726119
G6V,0.4170081656453135,0.0112221590574461,0.1977417093421502,0.1500333444902811,0.1996736913391463,0.0243209301256626
G6W,0.2657328236985276,0.0109085527409174,0.0951331879572902,0.2042236664036678,0.3676151638967635,0.0563866053028333
G6X,0.3311015423230382,0.0111140104823872,0.0282456824105706,0.2112863885833172,0.3695985140385444,0.0486538621621422
G6Y,0.0326712456367151,0.2600408665033473,0.0294493171242529,0.2416088709802965,0.3752397721495055,0.0609899276058827
G6Z,0.2005840317395496,0.0067315819749941,0.0854887581616196,0.2253593631476015,0.3809834498085444,0.1008528151676905
G7A,0.3685729755255461,0.0169448976610989,0.1424911643728913,0.1613120854354558,0.2679982991245057,0.0426805778805019
G7B,0.0061641894482832,0.0097045391921359,0.2634338645606122,0.1747240763116409,0.3818166149013496,0.1641567155859779
G7C,0.0,0.0,0.5,0.0,0.0,0.5
G7E,0.1999106159291092,0.1999106159291092,0.1999106159291092,0.0004164027763285,0.1999411335072342,0.1999106159291092
G7G,0.2613816902509047,0.016452875650218,0.0231300206020245,0.1761449028439807,0.4112625322746448,0.1116279783782271
